callid,CompanyNo,ServiceStatus,ServiceType,ServiceLevel,Severity,ItemOEM,ItemModel,ItemAssetType
31096,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-AC1,Server
31098,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31099,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31099,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31100,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31101,C00163-01,C,Hardware,T/M,High,IBM,70G1-00L,Storage
31102,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-AC1,Server
31103,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS 2500,Storage
31104,C01841,C,Hardware,T/M,Critical,EMC,AX4-5,Storage
31104,C01841,C,Hardware,T/M,Critical,EMC,AX4-5,Storage
31104,C01841,C,Hardware,T/M,Critical,EMC,AX4-5,Storage
31105,CR00654,C,Hardware,HW-Premium ,Medium,NETAPP,FAS3220A,Storage
31106,CR00654,C,Hardware,HW-Premium ,Medium,NETAPP,FAS3220A,Storage
31107,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31107,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31107,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31111,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31114,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31115,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31117,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31119,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31120,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
31121,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31122,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31123,CR00145-01,C,Hardware,OEM Warranty,Medium,IBM,1727-01E,Storage
31124,CR00654,C,Hardware,T/M,Medium,SUN,TBD,Storage
31125,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31126,CR00654,C,Hardware,T/M,High,SUN,TBD,Storage
31128,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31129,CR00145-01,C,Unknown,T/M,Medium,IMAC,LABOR,IMAC
31131,CR00654,E,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31133,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31134,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31134,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31135,CR00145-01,C,Hardware,T/M,Medium,HP,DL380,Server
31135,CR00145-01,C,Hardware,T/M,Medium,HP,DL380,Server
31136,CR00145-01,E,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31138,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T5500,Workstation
31139,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7945-D2G,Server
31140,CR01185,C,Unknown,HW-Basic ,High,IBM,3590-A14,Storage
31140,CR01185,C,Unknown,HW-Basic ,High,IBM,3590-A14,Storage
31140,CR01185,C,Unknown,HW-Basic ,High,IBM,3590-A14,Storage
31141,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31141,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31142,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7377-C2G,Server
31142,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7377-C2G,Server
31142,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7377-C2G,Server
31142,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7377-C2G,Server
31143,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31144,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7978-B4G,Server
31145,CR00654,E,Hardware,T/M,Medium,SUN,SPARC-4,Workstation
31146,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31147,CR01743,E,Hardware,T/M,Medium,DELL,TBD,Server
31148,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31149,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31149,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31150,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31151,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31153,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31154,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31155,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31155,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31156,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
31157,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
31158,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31158,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31160,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31161,CR00654,C,Hardware,HW-Third Business Day,Medium,HP,ML350 R06,Server
31165,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
31166,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31168,CR00654,C,Hardware,T/M,Medium,DELL,R710,Server
31168,CR00654,C,Hardware,T/M,Medium,DELL,R710,Server
31169,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,2076-112,Storage
31170,CR00145-01,C,Hardware,T/M,Medium,IBM,7979-B4U,Server
31171,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31174,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31174,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31174,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31174,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31174,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31175,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31176,CR00145-01,C,Hardware,T/M,Medium,EMC,CX4-120,Storage
31176,CR00145-01,C,Hardware,T/M,Medium,EMC,CX4-120,Storage
31177,CR00145-01,C,Hardware,T/M,Medium,EMC,CX500,Storage
31177,CR00145-01,C,Hardware,T/M,Medium,EMC,CX500,Storage
31178,CR00145-01,C,Hardware,T/M,Medium,EMC,CX700,Storage
31178,CR00145-01,C,Hardware,T/M,Medium,EMC,CX700,Storage
31179,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
31180,CR00654,C,Hardware,T/M,High,HP,DL380 G5,Server
31181,CR00145-01,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31182,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4U,Server
31183,CR00145-01,E,Hardware,T/M,Medium,IBM,7978-AC1,Server
31184,C00510,C,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
31185,CR01779,C,Hardware,HW-Enhanced,Medium,DELL,PE 2850,Server
31185,CR01779,C,Hardware,HW-Enhanced,Medium,DELL,PE 2850,Server
31185,CR01779,C,Hardware,HW-Enhanced,Medium,DELL,PE 2850,Server
31185,CR01779,C,Hardware,HW-Enhanced,Medium,DELL,PE 2850,Server
31186,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31186,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31186,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31186,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31187,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
31188,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31189,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7947-AC1,Server
31189,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7947-AC1,Server
31190,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31191,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31192,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31193,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31194,CR00145-01,C,Hardware,T/M,Medium,IBM,7979-B4U,Server
31195,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31199,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31199,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31200,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-LEU,Storage
31200,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-LEU,Storage
31201,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31202,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31203,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31203,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31203,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31204,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7647-52U,Server
31205,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31205,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31205,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31205,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31207,CR00145-01,C,Hardware,T/M,Medium,IBM,7978-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31209,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31210,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
31212,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31215,CR00145-01,C,Hardware,T/M,Critical,IBM,7978-AC1,Server
31216,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7915-B2G,Server
31216,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7915-B2G,Server
31218,CR00654,C,Software,T/M,High,DELL,OP 7010,Workstation
31220,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31221,C00163-01,C,Hardware,HW-Enhanced,Medium,DELL,T3500,Workstation
31221,C00163-01,C,Hardware,HW-Enhanced,Medium,DELL,T3500,Workstation
31223,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31224,CR01669,E,Hardware,HW-Premium ,Medium,HP,DL560 G8,Server
31225,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31226,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7944-D2G,Server
31226,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7944-D2G,Server
31226,CR00145-01,C,Hardware,HW-Premium ,Critical,IBM,7944-D2G,Server
31227,CR00654,C,Hardware,T/M,Medium,HP,XW6600,Workstation
31227,CR00654,C,Hardware,T/M,Medium,HP,XW6600,Workstation
31227,CR00654,C,Hardware,T/M,Medium,HP,XW6600,Workstation
31228,CR00145-01,C,Hardware,T/M,Low,IBM,1726-42X,Storage
31229,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31230,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
31230,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
31230,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
31230,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2U,Server
31231,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31235,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31236,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31237,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31237,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31238,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
31239,CR00210,C,Hardware,HW-Premium ,High,DELL,R515,Server
31240,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
31240,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
31241,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31243,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31244,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31246,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31247,CR00145-01,C,Hardware,T/M,Medium,HP,DL360 G9,Server
31248,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,2072-12E,Storage
31250,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31250,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31251,CR00654,C,Hardware,T/M,Medium,HP,ML350p G8,Server
31252,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31253,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31254,CR01669,C,Hardware,HW-Premium ,Medium,DELL,PE 2950,Server
31255,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31256,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31257,CR00145-01,C,Hardware,T/M,High,APC,BR1500G,UPS
31258,CR00145-01,C,Hardware,T/M,High,APC,BR1500G,UPS
31259,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31259,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31260,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,1733-1RU,Server
31261,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31263,CR00654,C,Hardware,T/M,Medium,SUN,T3-1,Server
31264,C00726,C,Hardware,HW-Enhanced,High,DELL,PE 2900,Server
31265,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31268,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31270,CR00145-01,C,Hardware,T/M,Medium,IBM,7947-AC1,Server
31271,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31273,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31273,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31275,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31275,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31276,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31276,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31277,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
31277,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
31278,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31279,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31280,CR01299,C,Hardware,HW-Premium ,Medium,DELL,R510,Server
31283,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31283,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31284,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31285,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31287,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-52U,Server
31288,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL385p G8,Server
31289,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31290,CR00654,C,Hardware,T/M,Medium,DELL,PE 2950,Server
31291,C00163-01,C,Hardware,HW-Basic ,Medium,DELL,R610,Server
31292,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31293,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31294,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31296,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31297,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31298,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31300,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31300,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31302,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2072-12C,Storage
31303,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL385p G8,Server
31303,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL385p G8,Server
31304,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31305,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31307,CR01669,E,Hardware,HW-Premium ,High,HP,DL385 G7,Server
31308,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31309,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31310,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31311,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31312,C00163-01,C,Hardware,T/M,High,DELL,T3600,Workstation
31312,C00163-01,C,Hardware,T/M,High,DELL,T3600,Workstation
31315,C00163-01,C,Hardware,T/M,High,JEC,4C,Monitor
31316,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31317,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31317,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31317,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31318,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31318,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31319,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31319,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31320,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31322,C00163-01,C,Hardware,T/M,Critical,IBM,7915-B2G,Server
31323,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
31324,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31325,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31327,CR00654,C,Hardware,T/M,High,DELL,R320,Server
31329,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
31330,CR00145-01,C,Hardware,HW-Premium ,High,IBM,7377-C2U,Server
31331,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
31331,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
31331,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
31331,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
31333,C01841,C,Hardware,HW-Premium ,Medium,HP,DL380 G5,Server
31333,C01841,C,Hardware,HW-Premium ,Medium,HP,DL380 G5,Server
31333,C01841,C,Hardware,HW-Premium ,Medium,HP,DL380 G5,Server
31334,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
31334,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
31336,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,ML6030K,Storage
31337,CR00565,C,Hardware,HW-Premium ,High,DELL,R520,Server
31338,CR00145-01,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31339,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31342,C00163-01,C,Hardware,HW-Basic ,Critical,DELL,MD3200,Storage
31343,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31345,CR01793,C,Hardware,HW-Basic ,High,HP,RX2660,Storage
31346,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31347,C01189,C,Hardware,HW-Basic ,Medium,DELL,MD3200,Storage
31348,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31349,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31350,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31351,CR00210,C,Hardware,HW-Premium ,Medium,DELL,T620,Server
31352,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31353,CR00145-01,E,Hardware,HW-Premium ,Critical,IBM,2076-112,Storage
31353,CR00145-01,E,Hardware,HW-Premium ,Critical,IBM,2076-112,Storage
31354,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31357,CR01669,E,Hardware,HW-Premium ,Medium,HP,DL360p G8,Server
31357,CR01669,E,Hardware,HW-Premium ,Medium,HP,DL360p G8,Server
31358,CR01926,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31358,CR01926,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31360,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31361,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Server
31361,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Server
31362,CR00654,C,Hardware,T/M,Medium,BARCO,MDRC 2120,Monitor
31366,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31368,CR00145-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
31369,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12E,Storage
31370,CR00654,C,Hardware,T/M,Medium,DELL,PE 2950,Server
31371,CR00654,C,Hardware,T/M,Medium,DELL,PE 1950,Server
31374,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
31375,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
31375,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
31376,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-LEU,Storage
31377,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2660,Server
31377,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2660,Server
31377,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2660,Server
31378,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31378,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31381,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31381,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31381,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31381,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31382,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31383,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31383,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31383,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31384,CR00145-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
31385,CR00145,C,Hardware,T/M,High,DELL,R710,Server
31385,CR00145,C,Hardware,T/M,High,DELL,R710,Server
31385,CR00145,C,Hardware,T/M,High,DELL,R710,Server
31387,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31387,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31388,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31389,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31391,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31392,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2U,Server
31393,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31394,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-D2U,Server
31395,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31396,CR00145,C,Hardware,T/M,Medium,DELL,R710,Server
31397,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31398,CR00654,C,Hardware,T/M,Medium,Barco,MDRC 2120,Monitor
31398,CR00654,C,Hardware,T/M,Medium,Barco,MDRC 2120,Monitor
31398,CR00654,C,Hardware,T/M,Medium,Barco,MDRC 2120,Monitor
31399,CR00654,C,Hardware,T/M,Medium,HP,DL360 G6,Server
31403,CR00145-01,C,Hardware,T/M,Medium,IBM,7376-AC1,Server
31403,CR00145-01,C,Hardware,T/M,Medium,IBM,7376-AC1,Server
31405,CR00145-01,C,Hardware,T/M,Medium,HP,DL360 G9,Server
31405,CR00145-01,C,Hardware,T/M,Medium,HP,DL360 G9,Server
31406,CR00145,C,Hardware,T/M,Medium,DELL,R710,Server
31407,CR00654,E,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
31408,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,R815,Server
31409,CR00145-01,C,Hardware,T/M,Medium,IBM,7947-52G,Server
31409,CR00145-01,C,Hardware,T/M,Medium,IBM,7947-52G,Server
31410,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31412,CR00145-01,E,Hardware,HW-Premium ,High,IBM,2076-112,Storage
31413,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31417,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Server
31418,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31420,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31421,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31422,CR00654,C,Hardware,T/M,Medium,DELL,PE 2900,Server
31425,CR00654,C,Hardware,T/M,Medium,HP,XW4600,Workstation
31427,CR00654,C,Hardware,T/M,High,HP,Z600,Workstation
31428,CR01669,E,Hardware,HW-Premium ,High,HP,BL460c G8,Server
31429,CR01669,E,Hardware,HW-Premium ,High,HP,DL380p G8,Server
31430,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31430,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31431,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500e,Storage
31432,CR01743,C,Hardware,T/M,IMAC,DELL,Unknown,Server
31433,CR01694,E,Hardware,HW-Enhanced,Medium,DELL,PE 1950,Server
